,BID,BVH,CTG,FPT,GAS,HPG,KDH,MBB,MSN,MWG,NVL,PDR,PNJ,REE,SBT,SSI,STB,TCH,VCB,VIC,VNM,VN30
2019-10-14,31493.9,72000.0,16575.0,34351.7,102000.0,9813.8,19295.6,12472.0,76600.0,40644.0,34491.0,16804.6,56298.7,38000.0,16927.0,11847.9,11100.0,19888.5,65274.0,104889.0,103521.0,921.91
2019-10-15,31685.2,71600.0,16575.0,34173.1,101200.0,9768.0,19642.9,12418.8,78200.0,40905.0,34547.0,16740.2,56298.7,37700.0,17017.6,11766.2,11050.0,19645.4,65427.0,105245.0,103279.0,923.27
2019-10-16,31493.9,71800.0,16728.0,34232.6,101200.0,9745.1,19372.8,12392.2,77800.0,40774.0,34491.0,16740.2,57635.8,37050.0,16972.3,11739.0,11050.0,19686.0,66119.0,104889.0,104970.0,924.64
2019-10-17,31226.0,71300.0,16728.0,33756.3,101000.0,9790.9,19295.6,12339.1,77000.0,40057.0,33545.0,16804.6,58198.7,36500.0,16927.0,11630.0,10900.0,19969.5,65427.0,104000.0,105453.0,919.1
2019-10-18,30690.3,71400.0,16499.0,33994.4,101000.0,9790.9,19527.2,12232.7,76000.0,40057.0,33434.0,16804.6,57987.6,36750.0,16927.0,11493.9,10800.0,19767.0,65274.0,104000.0,106660.0,919.13
2019-10-21,30078.0,70800.0,16231.0,33637.2,101200.0,9699.4,19372.8,12046.5,75000.0,40057.0,33545.0,16869.0,57706.1,36700.0,16881.8,11330.4,10950.0,19240.4,64660.0,103911.0,107546.0,914.0
2019-10-22,30613.7,70500.0,16499.0,33518.2,101400.0,9882.4,19913.1,12152.9,74400.0,40123.0,33656.0,16836.8,58409.9,36050.0,16610.2,11384.9,11000.0,18470.8,65581.0,103822.0,106660.0,916.81
2019-10-23,30690.3,70800.0,16384.0,33577.7,101200.0,9996.8,19951.7,12179.5,75800.0,40155.0,33656.0,16869.0,58269.1,36300.0,16836.5,11330.4,11000.0,18632.8,65504.0,104089.0,106499.0,919.61
2019-10-24,30843.3,70700.0,16422.0,34649.3,102400.0,10065.4,20569.1,12206.1,75600.0,41557.0,33879.0,16869.0,58902.5,36700.0,16881.8,11602.8,10950.0,18551.8,66733.0,104178.0,106741.0,925.25
2019-10-25,30766.8,71500.0,16804.0,34530.3,102500.0,9973.9,20569.1,12339.1,74600.0,41687.0,33656.0,16869.0,58550.6,37000.0,16927.0,11602.8,10900.0,17822.7,67578.0,104178.0,108270.0,927.05
2019-10-28,31072.9,71000.0,16804.0,34589.8,102900.0,10156.9,20569.1,12232.7,74500.0,41589.0,32933.0,16836.8,58761.7,36600.0,17198.6,11575.6,10850.0,17863.2,67117.0,104622.0,107707.0,925.97
2019-10-29,31072.9,70900.0,16843.0,34470.7,102200.0,10156.9,20453.4,12152.9,74000.0,41394.0,32878.0,16836.8,58128.4,37950.0,17108.1,11521.1,10650.0,17944.2,66349.0,104711.0,107948.0,923.97
2019-10-30,30766.8,70800.0,16919.0,34411.2,103200.0,10065.4,20337.6,12259.3,74000.0,40709.0,32989.0,16836.8,58409.9,37700.0,17108.1,11630.0,10700.0,18592.3,67424.0,106311.0,106258.0,925.07
2019-10-31,31072.9,72100.0,16804.0,34470.7,103500.0,9973.9,20221.8,12232.7,74200.0,40611.0,33100.0,16804.6,58621.0,37500.0,16972.3,11630.0,10800.0,18389.8,67347.0,105778.0,104648.0,922.68
2019-11-01,31379.1,74000.0,17033.0,34827.9,104500.0,10019.7,20067.4,12206.1,75700.0,40807.0,32822.0,16740.2,58621.0,37650.0,16972.3,11711.7,10900.0,18875.8,68192.0,108889.0,106580.0,933.55
2019-11-04,32297.5,72993.0,17148.0,35661.4,105500.0,9951.0,20530.5,12392.2,76300.0,41100.0,32933.0,16740.2,60239.6,38300.0,16383.9,11847.9,10900.0,18916.3,70649.0,108178.0,105694.0,940.25
2019-11-05,32527.1,74177.0,17110.0,35601.9,107000.0,10019.7,20993.6,12365.7,76000.0,40937.0,32544.0,16740.2,59958.1,37900.0,16565.0,11875.2,10950.0,19037.9,69728.0,108000.0,104004.0,942.34
2019-11-06,32297.5,74078.0,17033.0,35423.3,105800.0,10065.4,20877.9,12525.2,76000.0,40611.0,32655.0,16804.6,59817.3,37900.0,16700.7,11820.7,11000.0,19240.4,69881.0,108356.0,104728.0,942.38
2019-11-07,32375.3,73092.0,16995.0,35423.3,106100.0,10385.7,20993.6,12498.6,76500.0,40840.0,32321.0,16804.6,59958.1,38500.0,17108.1,12011.3,10900.0,19240.4,70112.0,107378.0,103923.0,944.25
2019-11-08,32141.8,72599.0,17033.0,35482.8,105700.0,10385.7,20839.3,12445.4,76800.0,40611.0,32433.0,16997.7,60309.9,38100.0,17153.3,12011.3,10850.0,19037.9,70265.0,107111.0,104004.0,944.7
2019-11-11,32141.8,72599.0,16766.0,35721.0,104300.0,10431.4,20684.9,12472.0,74500.0,39731.0,32321.0,16933.3,59606.2,37650.0,17108.1,11820.7,10800.0,19159.4,70112.0,105689.0,104084.0,939.72
2019-11-12,32764.4,72796.0,16804.0,36316.3,105000.0,10522.9,20260.4,12392.2,75000.0,39862.0,32321.0,16933.3,60028.4,37600.0,17108.1,11793.5,10750.0,19726.5,70419.0,106133.0,102635.0,939.82
2019-11-13,33387.1,72007.0,16690.0,36018.6,105000.0,10362.8,20260.4,12365.7,74300.0,39080.0,31821.0,16869.0,60521.1,37600.0,17108.1,11793.5,10800.0,20253.0,69497.0,105778.0,101025.0,932.6
2019-11-14,33075.7,72500.0,16499.0,34708.9,106500.0,10362.8,20221.8,12206.1,75200.0,38069.0,32544.0,16869.0,59817.3,36850.0,17017.6,11684.5,10700.0,20739.1,69805.0,106045.0,101347.0,928.44
2019-11-15,32686.6,73200.0,16575.0,34887.5,108000.0,10362.8,20221.8,12099.7,74500.0,38623.0,32544.0,16869.0,60028.4,37100.0,17017.6,11493.9,10700.0,21184.7,68883.0,106311.0,99013.0,927.36
2019-11-18,32141.8,73000.0,16346.0,34232.6,108500.0,10477.2,20106.0,12019.9,74400.0,38395.0,32377.0,16804.6,59395.1,37350.0,17017.6,11439.4,10600.0,21427.7,67270.0,104978.0,97242.0,920.95
2019-11-19,32414.2,72500.0,16422.0,34708.9,107500.0,10431.4,20067.4,12099.7,74000.0,38786.0,32433.0,16804.6,59465.5,38000.0,17017.6,11493.9,10600.0,20820.1,69881.0,104089.0,100140.0,926.07
2019-11-20,32336.4,72100.0,16270.0,33815.8,105000.0,10248.4,20106.0,12019.9,73600.0,38167.0,32488.0,16804.6,58691.4,37700.0,16927.0,11384.9,10400.0,21265.7,68730.0,103111.0,99818.0,917.0
2019-11-21,32064.0,70500.0,16270.0,33339.6,104100.0,10065.4,20260.4,11913.6,71500.0,36994.0,31709.0,16740.2,58058.0,37250.0,16836.5,11112.5,10200.0,20739.1,67194.0,102489.0,98208.0,898.23
2019-11-22,31285.8,70900.0,16117.0,33339.6,103100.0,10111.2,20260.4,11887.0,70500.0,36505.0,31709.0,16675.8,57424.6,36700.0,16474.4,10949.1,10250.0,22182.2,65658.0,103289.0,97805.0,892.31
2019-11-25,30896.6,72100.0,16155.0,33696.8,103100.0,10179.8,20337.6,11913.6,71500.0,36505.0,31821.0,16675.8,58339.5,36300.0,16474.4,11030.8,10150.0,22800.7,64890.0,103111.0,98932.0,894.8
2019-11-26,31130.1,71400.0,16193.0,33994.4,102000.0,10362.8,20491.9,12046.5,71500.0,36994.0,31431.0,16675.8,58621.0,36500.0,16746.0,10894.6,10150.0,23006.8,65043.0,102400.0,99013.0,897.5
2019-11-27,31752.7,71000.0,16079.0,33934.9,102000.0,10339.9,20414.8,12019.9,71000.0,36896.0,31431.0,16869.0,57917.2,36250.0,16927.0,10812.9,10100.0,22677.0,66272.0,102756.0,98288.0,895.06
2019-11-28,31636.0,70100.0,15620.0,33339.6,100800.0,10339.9,20414.8,11754.0,69500.0,35527.0,31543.0,16611.4,57072.8,35900.0,16927.0,10812.9,10100.0,23377.9,65504.0,102845.0,98288.0,885.7
2019-11-29,31519.2,70300.0,15620.0,33577.7,100500.0,10454.3,20376.2,11780.6,70000.0,35527.0,31598.0,16675.8,57143.1,36150.0,16927.0,10785.7,10100.0,23625.3,65504.0,102845.0,97805.0,887.47
2019-12-02,30663.2,68500.0,15124.0,32506.1,98000.0,10500.0,20376.2,11381.7,69000.0,35331.0,31209.0,16740.2,56298.7,35800.0,16791.3,10622.3,10000.0,23089.3,64122.0,102222.0,95229.0,875.1
2019-12-03,30896.6,66700.0,14971.0,32446.5,97200.0,10728.8,20491.9,11461.5,64200.0,35592.0,31264.0,16997.7,57002.4,35700.0,16746.0,10513.3,9750.0,23831.4,62970.0,102222.0,93700.0,868.68
2019-12-04,31402.5,66800.0,15620.0,32982.4,99300.0,10728.8,20646.3,11807.2,62500.0,36831.0,31376.0,17384.0,57987.6,36300.0,16791.3,10785.7,10100.0,23913.9,65043.0,102667.0,95632.0,883.56
2019-12-05,31130.1,66200.0,15353.0,32684.7,98000.0,10568.7,20839.3,11621.1,62000.0,36048.0,31431.0,17899.1,57706.1,36000.0,16836.5,10676.8,10050.0,23130.5,65120.0,102933.0,94827.0,879.32
2019-12-06,30857.7,65800.0,15506.0,32744.2,98000.0,10911.8,20877.9,11621.1,62500.0,36114.0,31709.0,17834.7,57846.9,36000.0,16881.8,10622.3,10000.0,23213.0,65197.0,103022.0,93619.0,880.43
2019-12-09,31130.1,65700.0,15391.0,32922.8,99800.0,11071.9,20723.5,11408.3,60500.0,36146.0,31543.0,18092.3,57846.9,36250.0,16881.8,10676.8,9950.0,22718.2,65427.0,103022.0,95068.0,879.94
2019-12-10,31052.3,67700.0,15315.0,33041.9,97900.0,11163.4,20684.9,11222.2,56600.0,36179.0,30708.0,18124.5,58269.1,36600.0,16836.5,10458.9,10050.0,22677.0,65581.0,103022.0,95149.0,873.16
2019-12-11,31207.9,68000.0,15162.0,33637.2,98100.0,11163.4,20646.3,11594.5,55700.0,36831.0,31153.0,17963.5,59184.0,36800.0,16836.5,10349.9,10050.0,23996.3,65965.0,103022.0,95471.0,878.27
2019-12-12,31908.4,68000.0,15391.0,33934.9,97900.0,11071.9,20839.3,11594.5,58500.0,36961.0,31153.0,17899.1,59113.6,36850.0,16791.3,10567.8,10100.0,24903.4,67194.0,103111.0,95954.0,884.8
2019-12-13,32608.8,68000.0,15735.0,33994.4,98000.0,10888.9,20916.4,11594.5,58000.0,36831.0,30597.0,17802.5,58761.7,36500.0,16746.0,10458.9,10050.0,24408.7,67885.0,103111.0,94988.0,880.55
2019-12-16,32608.8,72700.0,15506.0,33637.2,98200.0,10866.1,20916.4,11381.7,56700.0,36896.0,31153.0,17770.3,58832.1,36600.0,16791.3,10377.1,10050.0,24078.8,66042.0,102933.0,95551.0,876.65
2019-12-17,32258.6,72200.0,15468.0,32982.4,97500.0,10591.6,20530.5,11195.6,56100.0,36928.0,31153.0,17804.0,57846.9,36000.0,16791.3,10159.3,10050.0,24243.7,65504.0,102933.0,94263.0,867.44
2019-12-18,32686.6,73000.0,15391.0,33041.9,95500.0,10317.0,20260.4,11169.0,56400.0,35853.0,30931.0,17501.1,56932.0,35900.0,16519.7,10023.1,9940.0,24326.2,66579.0,102933.0,95471.0,863.16
2019-12-19,32842.3,71500.0,15391.0,33220.5,95800.0,10431.4,20299.0,11009.4,55600.0,35853.0,30986.0,17164.5,57354.3,35800.0,16293.4,9859.7,9930.0,23130.5,67578.0,102933.0,96356.0,862.23
2019-12-20,33270.3,72500.0,15544.0,33637.2,96000.0,10522.9,20530.5,11169.0,55000.0,36081.0,30986.0,17299.2,58269.1,35800.0,16655.5,9968.6,10000.0,23171.7,67808.0,102933.0,96598.0,868.37
2019-12-23,34826.8,72000.0,15697.0,33399.1,95800.0,10545.8,20530.5,11195.6,51600.0,36179.0,31153.0,17366.5,59606.2,35500.0,16655.5,9995.8,10200.0,24779.7,69805.0,102845.0,94988.0,868.2
2019-12-24,34943.6,69600.0,15735.0,33577.7,96300.0,10614.4,20723.5,11036.0,54500.0,36276.0,31153.0,17299.2,59465.5,35900.0,16700.7,9995.8,10100.0,24821.0,69114.0,102667.0,95471.0,869.88
2019-12-25,35177.0,68700.0,15735.0,34232.6,96900.0,10591.6,20723.5,11169.0,55700.0,37124.0,31431.0,17164.5,60169.2,35600.0,16655.5,9914.1,10100.0,25068.3,69037.0,102667.0,94988.0,873.18
2019-12-26,34398.8,68000.0,15735.0,34173.1,96200.0,10522.9,20723.5,11089.2,57000.0,36928.0,31654.0,17164.5,60239.6,35500.0,16746.0,9941.4,10100.0,25728.0,68653.0,102578.0,94988.0,872.07
2019-12-27,35955.3,68800.0,15773.0,34292.1,97000.0,10774.6,20762.1,11115.8,56900.0,36994.0,32210.0,17804.0,60872.9,35900.0,16746.0,9859.7,10150.0,26140.3,69497.0,102400.0,95962.0,876.38
2019-12-30,35877.5,69400.0,16079.0,34887.5,96400.0,10820.3,20839.3,11142.4,57100.0,37157.0,32544.0,17804.0,60872.9,36650.0,16746.0,9886.9,10100.0,26470.2,69881.0,102222.0,94582.0,880.29
2019-12-31,35916.4,68600.0,15964.0,34708.9,93700.0,10751.7,20762.1,11062.6,56500.0,37157.0,33100.0,17635.7,60521.1,36300.0,16746.0,9832.4,10050.0,26923.7,69267.0,102222.0,94582.0,879.06
2020-01-02,36500.1,69000.0,16422.0,34887.5,94600.0,10980.4,20453.4,11275.3,57000.0,38134.0,31988.0,17568.4,61506.3,36950.0,16836.5,10023.1,10200.0,27459.7,69728.0,102222.0,95719.0,886.88
2020-01-03,36344.4,68600.0,16270.0,34292.1,94800.0,11049.1,20376.2,11301.9,57500.0,37580.0,31153.0,17097.2,61084.0,36500.0,16836.5,9941.4,10200.0,27789.6,69037.0,102489.0,96043.0,883.28
2020-01-06,35644.0,67600.0,16308.0,33934.9,97800.0,10980.4,20453.4,11142.4,56600.0,37385.0,31042.0,17265.5,60380.3,36450.0,16836.5,9914.1,10050.0,27707.1,67194.0,101778.0,95313.0,872.34
2020-01-07,36344.4,67500.0,16575.0,34589.8,97100.0,10843.2,20299.0,11169.0,56800.0,37678.0,31320.0,16087.5,61154.4,36650.0,16927.0,9941.4,10150.0,28119.4,67424.0,101956.0,96206.0,876.7
2020-01-08,36655.7,66000.0,16537.0,33815.8,97000.0,10728.8,19681.5,11009.4,56000.0,36765.0,30041.0,17198.2,59887.7,35700.0,16836.5,9669.0,9980.0,28201.9,66810.0,101600.0,96449.0,865.18
2020-01-09,38640.3,65100.0,17148.0,34292.1,95200.0,10980.4,19758.7,11195.6,57000.0,37319.0,30931.0,17501.1,60661.8,35700.0,16927.0,9777.9,10150.0,28325.6,68115.0,101956.0,96287.0,877.76
2020-01-10,39924.4,67000.0,17988.0,34232.6,95900.0,11071.9,19758.7,11381.7,56500.0,37515.0,31042.0,17063.6,62280.4,35700.0,16927.0,9968.6,10500.0,28573.0,68730.0,102045.0,96531.0,885.52
2020-01-13,38990.5,66700.0,17721.0,33994.4,95300.0,11094.8,19758.7,11328.5,57000.0,37319.0,30597.0,16592.4,62632.3,35750.0,16927.0,9968.6,10400.0,28779.1,68653.0,102133.0,95313.0,881.79
2020-01-14,38990.5,66000.0,17950.0,33934.9,94900.0,11438.0,19758.7,11434.9,56600.0,37124.0,30819.0,17299.2,62561.9,35800.0,16881.8,10023.1,10300.0,30181.0,68653.0,102222.0,95637.0,884.77
2020-01-15,39690.9,65900.0,18026.0,33934.9,94000.0,11506.6,19758.7,11408.3,56500.0,37157.0,30597.0,17231.8,63336.0,35550.0,16927.0,10023.1,10250.0,32160.1,68576.0,102222.0,95637.0,885.36
2020-01-16,42025.7,66000.0,19019.0,34530.3,93300.0,11575.2,19913.1,11700.8,56200.0,37613.0,31153.0,17231.8,63265.6,36400.0,16836.5,10404.4,10400.0,32118.8,68730.0,102222.0,95962.0,891.96
2020-01-17,41636.5,65900.0,19058.0,34292.1,93200.0,11438.0,19913.1,11700.8,55000.0,37841.0,31153.0,17231.8,63828.6,36500.0,16746.0,10486.1,10600.0,32654.8,72569.0,102133.0,96287.0,894.84
2020-01-20,41480.9,65400.0,19172.0,34173.1,93400.0,11666.7,19913.1,11700.8,54300.0,38656.0,31153.0,17231.8,64743.5,36750.0,16746.0,10486.1,10700.0,32737.3,72185.0,102133.0,96612.0,897.4
2020-01-21,42025.7,65900.0,19325.0,33041.9,94900.0,11826.9,19951.7,11993.4,54500.0,39112.0,31153.0,17501.1,64039.7,37300.0,16700.7,10486.1,10900.0,32984.7,72185.0,102133.0,98235.0,906.52
2020-01-22,43193.0,67000.0,19554.0,33637.2,94900.0,12032.7,19990.3,11913.6,53400.0,38851.0,31153.0,17837.7,64250.8,37000.0,16836.5,10513.3,10900.0,33438.2,71724.0,102133.0,98479.0,909.09
2020-01-30,41013.9,63100.0,18599.0,32565.6,92000.0,11575.2,19681.5,11301.9,50100.0,37157.0,30652.0,17669.4,61717.4,35800.0,16836.5,10077.5,10350.0,33520.7,68269.0,102133.0,94663.0,875.82
2020-01-31,40080.0,58800.0,18638.0,30958.2,86500.0,11026.2,19295.6,11062.6,50100.0,36114.0,30652.0,17534.7,59324.7,33900.0,16791.3,9641.8,10200.0,33850.5,68115.0,102045.0,88087.0,848.63
2020-02-03,41636.5,55600.0,19210.0,30660.5,83200.0,11232.1,19064.1,10823.3,50000.0,35462.0,31153.0,17534.7,58269.1,33500.0,16293.4,9287.7,10250.0,33726.8,68115.0,102045.0,87925.0,842.67
2020-02-04,42337.0,55700.0,20547.0,30839.1,82000.0,11255.0,19064.1,11248.8,50000.0,35168.0,30597.0,17568.4,59113.6,33400.0,16112.4,9260.4,10200.0,33974.2,68960.0,102045.0,85246.0,845.52
2020-02-05,41636.5,56800.0,20280.0,30958.2,81600.0,11186.3,19102.7,11248.8,50000.0,35201.0,30041.0,17568.4,58198.7,33300.0,16067.1,9233.2,10250.0,34427.7,68269.0,101778.0,86545.0,845.31
2020-02-06,41403.1,58400.0,21196.0,31910.7,85900.0,11529.5,19218.4,11594.5,49900.0,35690.0,29484.0,17602.1,59043.2,34000.0,16293.4,9641.8,10950.0,35046.2,68653.0,101689.0,87275.0,862.86
2020-02-07,40235.7,59800.0,20547.0,31732.1,86000.0,11140.6,19218.4,11381.7,49900.0,35429.0,30096.0,17635.7,58128.4,33900.0,16293.4,9641.8,11150.0,35499.7,69114.0,101689.0,89467.0,863.49
2020-02-10,38212.2,57500.0,20318.0,31315.4,86800.0,11140.6,19218.4,11169.0,49900.0,34484.0,30096.0,17467.4,57354.3,33550.0,16293.4,9560.1,10950.0,36324.4,68269.0,101067.0,88493.0,852.87
2020-02-11,39535.2,57800.0,21196.0,31910.7,85600.0,10797.4,19295.6,11275.3,49900.0,34712.0,30152.0,17433.8,57354.3,34250.0,16746.0,9505.6,11350.0,36942.8,68499.0,100800.0,87032.0,856.39
2020-02-12,39535.2,57500.0,20776.0,32208.4,86000.0,10888.9,19527.2,11514.7,50500.0,35527.0,30263.0,17433.8,58058.0,34750.0,17877.5,9696.2,11550.0,37190.2,68653.0,99556.0,87032.0,863.23
2020-02-13,39223.9,57500.0,20814.0,32327.5,87500.0,10843.2,19218.4,11381.7,50200.0,35201.0,30319.0,17568.4,58058.0,34800.0,19099.5,9587.3,11500.0,37437.6,68576.0,99911.0,86788.0,864.16
2020-02-14,38912.6,57000.0,20471.0,32446.5,88500.0,10843.2,18909.7,11567.9,49800.0,34908.0,30152.0,17568.4,58198.7,35150.0,19190.0,9696.2,11600.0,36489.3,68576.0,97778.0,86545.0,865.86
2020-02-17,40080.0,56400.0,20280.0,32267.9,87300.0,10866.1,18909.7,11674.2,49700.0,35038.0,30207.0,17501.1,57987.6,35000.0,19235.3,9614.5,11650.0,36654.2,68653.0,96000.0,87275.0,866.27
2020-02-18,40469.2,56100.0,20394.0,33339.6,86000.0,10660.2,18909.7,11567.9,49700.0,35494.0,30041.0,17602.1,58902.5,33453.1,19597.3,9560.1,11550.0,36613.0,68653.0,92889.0,85652.0,861.71
2020-02-19,39924.4,56400.0,20623.0,33161.0,85300.0,10637.3,18909.7,11488.1,50400.0,36016.0,30096.0,17501.1,60169.2,33500.7,19914.2,9587.3,11400.0,36613.0,68730.0,93333.0,86382.0,863.84
2020-02-20,39924.4,57500.0,20547.0,33220.5,85300.0,10866.1,18948.3,11514.7,51100.0,36048.0,30319.0,17534.7,60028.4,33977.3,19914.2,9587.3,11300.0,36695.4,68730.0,97778.0,86382.0,871.4
2020-02-21,38523.5,58500.0,19745.0,32565.6,85400.0,10774.6,18948.3,11275.3,53000.0,36048.0,30041.0,17534.7,58972.8,33357.8,19914.2,9505.6,11300.0,36819.1,68346.0,97689.0,88087.0,868.89
2020-02-24,36033.1,56000.0,18638.0,31255.8,83900.0,10385.7,18793.9,10690.3,51100.0,34614.0,29818.0,17332.8,57143.1,32071.1,19778.4,8851.9,10850.0,34262.8,66963.0,95378.0,86382.0,837.4
2020-02-25,37978.7,56900.0,19936.0,32148.9,83000.0,10568.7,19064.1,11062.6,50600.0,34875.0,29874.0,17501.1,58409.9,32643.0,19823.6,8933.6,11150.0,31953.9,66195.0,95111.0,87681.0,849.58
2020-02-26,36577.9,55500.0,19707.0,32744.2,79900.0,10408.5,18909.7,10903.0,49750.0,34614.0,29929.0,17433.8,58409.9,32500.0,19733.1,8770.2,11200.0,30139.7,65274.0,94133.0,85246.0,841.68
2020-02-27,36655.7,56400.0,20012.0,33339.6,79000.0,10500.0,19141.3,11115.8,49700.0,35331.0,29985.0,17433.8,58761.7,32976.5,20004.7,8988.1,11650.0,28160.7,64506.0,93867.0,87194.0,848.34
2020-02-28,35410.5,54900.0,19669.0,32803.7,75800.0,10225.5,18948.3,10849.9,49000.0,34712.0,29762.0,17501.1,57495.0,32500.0,19597.3,8661.2,11600.0,26222.8,63277.0,93689.0,84840.0,831.97
2020-03-02,35138.1,54700.0,19478.0,33161.0,79000.0,10202.7,18986.9,11009.4,49000.0,34712.0,29818.0,17501.1,57424.6,32450.0,19371.1,8606.8,12350.0,27954.5,62817.0,93689.0,84840.0,835.42
2020-03-03,36500.1,55700.0,20203.0,33280.0,80000.0,10202.7,18986.9,11115.8,49000.0,34679.0,29874.0,17568.4,57706.1,32400.0,19099.5,8688.5,12250.0,28408.0,63124.0,93778.0,85489.0,837.99
2020-03-04,35916.4,55700.0,20203.0,33041.9,78100.0,10225.5,19141.3,11036.0,49000.0,34549.0,29929.0,17501.1,57846.9,32400.0,18918.5,8851.9,12500.0,27624.7,62740.0,93778.0,85083.0,837.99
2020-03-05,36305.5,55200.0,19974.0,32506.1,78100.0,10225.5,19141.3,10982.8,50900.0,34386.0,29985.0,17534.7,57495.0,32200.0,18873.2,9151.5,12200.0,27129.9,63815.0,93867.0,84840.0,839.12
2020-03-06,36461.1,55100.0,19707.0,32148.9,77500.0,10248.4,18909.7,10982.8,54400.0,33604.0,30041.0,17568.4,56791.3,32000.0,18194.3,9097.0,12250.0,25769.3,64890.0,93333.0,84596.0,835.97
2020-03-09,33931.8,51300.0,18332.0,29946.1,72100.0,9539.3,17752.0,10238.2,52000.0,31257.0,29484.0,17231.8,52850.4,29900.0,17515.4,8470.6,11400.0,23996.3,60359.0,86845.0,78751.0,782.85
2020-03-10,32997.9,48700.0,18714.0,30779.6,68500.0,9905.3,18137.9,10185.0,52400.0,30605.0,29484.0,17231.8,51865.1,30300.0,17334.4,8470.6,11400.0,22347.1,61357.0,86845.0,82566.0,789.51
2020-03-11,30702.1,45600.0,17721.0,30243.7,63800.0,9402.0,17752.0,9679.8,49950.0,28487.0,29484.0,17164.5,48276.1,29850.0,16565.0,7898.6,10650.0,20821.6,59130.0,86222.0,82485.0,758.16
2020-03-12,28561.9,42450.0,16652.0,28636.3,59400.0,8807.2,16710.0,9015.0,49950.0,26498.0,29373.0,17164.5,44898.2,28000.0,15433.5,7381.1,9950.0,19378.5,55060.0,81600.0,81917.0,719.21
2020-03-13,27238.9,40450.0,16766.0,28666.1,57000.0,8715.7,16285.5,9094.7,49850.0,25749.0,29484.0,17164.5,43350.0,28200.0,14392.5,7244.9,10400.0,18059.1,54523.0,82222.0,80456.0,716.65
2020-03-16,25526.7,38500.0,15659.0,28338.6,59300.0,8738.6,15706.6,8749.0,40414.0,24771.0,28705.0,17029.9,40323.9,28050.0,13396.8,7244.9,9990.0,19296.0,51528.0,82222.0,78751.0,698.18
2020-03-17,26304.9,39000.0,16040.0,28874.4,59800.0,8784.4,16208.3,8882.0,40414.0,25195.0,28650.0,17164.5,40112.8,29900.0,13668.4,7735.2,10200.0,19955.7,51835.0,78667.0,77939.0,699.73
2020-03-18,26888.6,39000.0,16002.0,28814.9,58000.0,9013.1,16208.3,8775.6,40333.0,25684.0,28372.0,16962.6,40394.3,30300.0,13668.4,7462.8,10000.0,19955.7,53217.0,79111.0,77127.0,700.65
2020-03-19,25993.6,37100.0,15353.0,28398.2,55300.0,8761.5,16208.3,8562.9,40169.0,24641.0,28372.0,16962.6,38283.1,29800.0,13532.6,7462.8,9750.0,18595.1,50683.0,78845.0,72256.0,679.55
2020-03-20,25760.2,34700.0,15124.0,28398.2,57900.0,8509.8,15436.5,8509.7,40169.0,25162.0,28372.0,16962.6,38705.3,29800.0,13306.3,7544.5,9800.0,17317.0,47228.0,73333.0,73068.0,673.7
2020-03-23,23970.2,32300.0,14093.0,26433.5,53900.0,7915.1,14664.7,7924.7,40169.0,23402.0,28928.0,16828.0,36031.1,27750.0,12401.1,7027.0,9120.0,16121.3,43925.0,68267.0,67953.0,632.86
2020-03-24,24592.8,34550.0,13978.0,26493.0,56200.0,7823.6,14780.4,7871.5,40088.0,22424.0,28928.0,12222.8,36171.9,28200.0,11541.2,6809.2,8800.0,15008.0,44540.0,63556.0,69901.0,625.43
2020-03-25,25838.0,36950.0,14933.0,27386.1,60100.0,8143.8,14934.8,8323.5,40088.0,23793.0,28984.0,12346.3,38635.0,29200.0,10771.8,7272.2,9110.0,15049.3,47612.0,68000.0,74691.0,652.31
2020-03-26,25915.8,39500.0,14360.0,26314.4,58700.0,7754.9,14934.8,8004.4,40006.0,22164.0,28817.0,12395.7,37860.8,28350.0,11495.9,7054.3,8700.0,14142.2,48533.0,72711.0,76315.0,646.7
2020-03-27,25682.3,38000.0,14513.0,25659.6,58200.0,7411.8,15012.0,7765.1,40251.0,20632.0,28928.0,12395.7,36523.8,28000.0,12265.3,6727.4,8210.0,14513.3,49224.0,77156.0,76396.0,642.23
2020-03-30,24048.0,36000.0,13520.0,24052.1,54600.0,7480.4,14510.3,7233.2,40088.0,19393.0,28872.0,12346.3,33990.3,27400.0,11722.2,6264.4,7640.0,13812.3,46844.0,72356.0,74042.0,613.02
2020-03-31,24009.1,37000.0,13138.0,24468.9,54800.0,7709.2,14278.8,7206.6,40006.0,19198.0,28872.0,12296.9,33005.1,27300.0,11495.9,6318.9,7300.0,13606.2,47612.0,74133.0,73880.0,610.76
2020-04-01,24981.9,39550.0,13978.0,25183.3,56100.0,7892.2,14201.6,7578.9,40169.0,19947.0,28817.0,12296.9,34946.6,28300.0,11495.9,6754.7,7810.0,13729.9,49915.0,76445.0,76315.0,628.79
2020-04-03,26694.1,42300.0,14360.0,26552.6,59200.0,8075.2,14124.4,7844.9,42700.0,21316.0,28872.0,12321.6,37319.5,28850.0,11586.4,7217.7,8350.0,13894.8,50299.0,80889.0,77127.0,649.15
2020-04-06,28561.9,45250.0,15353.0,28279.1,63000.0,8624.2,14433.1,8376.7,45639.0,22783.0,28928.0,12321.6,39908.1,30200.0,12355.8,7708.0,8930.0,14843.1,52219.0,86489.0,78101.0,682.65
