,AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WBA,WMT,DIS,DJI
2011-11-23,45.099998,54.939999,13.106786,62.360001,87.760002,17.41,93.75,87.889999,36.52,46.896248,170.124283,22.700001,61.990002,32.435001,28.379999,91.870003,75.540001,31.669847,24.469999,22.7325,61.060001,52.759998,43.560001,26.4475,35.349998,22.3225,32.09,56.639999,33.400002,11257.5
2011-11-25,45.0,54.650002,12.984643,62.779999,86.720001,17.5,92.290001,88.75,36.470001,46.848579,169.273422,22.73,61.27,32.369999,28.48,92.099998,76.129997,31.64122,24.299999,22.57,61.0,53.41,43.669998,26.2325,35.349998,22.254999,32.470001,56.889999,33.509998,11231.799805
2011-11-28,46.009998,55.900002,13.432857,64.989998,91.480003,18.01,95.769997,90.779999,37.299999,49.251068,174.196945,23.459999,62.369999,32.584999,29.16,93.760002,77.720001,32.690842,24.870001,23.727501,62.240002,54.220001,45.029999,27.795,36.25,23.3675,32.790001,57.25,34.07,11523.0
2011-11-29,45.549999,56.139999,13.328571,65.260002,90.540001,17.68,97.389999,88.809998,38.959999,49.155731,172.982788,23.58,62.779999,33.095001,28.559999,93.459999,77.239998,32.900764,24.84,23.717501,62.529999,54.07,45.880001,27.647499,36.630001,23.225,32.540001,58.169998,34.0,11555.599609
2011-11-30,48.040001,57.91,13.65,68.690002,97.879997,18.639999,102.82,95.860001,39.220001,51.624962,179.732315,24.91,64.720001,33.615002,30.969999,95.519997,81.040001,34.112595,25.58,24.045,64.57,56.25,48.77,29.605,37.73,24.2425,33.720001,58.900002,35.849998,12045.700195
2011-12-01,47.790001,58.0,13.854643,70.980003,96.82,18.58,101.830002,94.43,39.34,51.644028,181.118546,24.92,64.449997,33.415001,30.459999,95.5,80.300003,34.045803,25.280001,23.8125,64.080002,55.040001,48.52,29.594999,37.77,24.440001,33.880001,58.610001,35.990002,12020.0
2011-12-02,48.23,58.099998,13.917857,71.300003,96.290001,18.549999,101.690002,97.25,39.939999,51.605892,181.319305,24.639999,63.470001,33.189999,32.330002,95.699997,79.760002,33.854961,25.219999,24.0625,64.660004,54.240002,48.23,29.91,37.849998,24.299999,33.119999,58.09,36.610001,12019.400391
2011-12-05,48.779999,57.5,14.036071,71.089996,96.849998,18.790001,102.82,99.82,40.23,52.149315,182.447418,25.01,63.360001,33.154999,33.509998,95.349998,80.93,33.645039,25.700001,24.15,64.839996,54.669998,48.27,31.252501,38.049999,24.014999,34.369999,58.34,36.939999,12097.799805
2011-12-06,48.560001,57.889999,13.9625,70.870003,95.959999,18.73,104.360001,101.160004,40.32,52.053974,184.455063,25.35,63.490002,33.34,33.23,96.010002,82.129997,33.778625,25.66,24.0625,64.839996,55.349998,48.290001,30.83,38.32,23.842501,34.009998,58.779999,36.830002,12150.099609
2011-12-07,49.16,58.34,13.896071,70.599998,94.889999,18.99,104.519997,105.129997,40.73,51.424751,185.516251,25.66,64.449997,33.389999,34.0,96.449997,82.389999,33.979008,25.6,23.9725,65.230003,55.900002,49.34,30.647499,38.310001,24.2675,34.509998,58.509998,37.099998,12196.400391
2011-12-08,47.810001,58.400002,13.952143,70.169998,92.919998,18.57,102.25,99.919998,39.91,50.404648,183.154877,24.709999,63.779999,33.365002,32.220001,96.919998,80.459999,33.578243,25.4,23.795,64.470001,55.529999,48.16,30.157499,37.810001,23.950001,33.880001,57.98,35.919998,11997.700195
2011-12-09,48.799999,58.59,14.057857,71.93,95.970001,18.879999,104.25,101.449997,40.23,51.481953,186.00383,25.01,64.529999,33.785,33.18,98.029999,82.199997,34.045803,25.700001,24.42,64.970001,56.02,48.91,30.969999,38.43,24.297501,34.220001,58.32,36.560001,12184.299805
2011-12-12,47.889999,57.16,13.994286,70.900002,93.239998,18.530001,103.07,98.029999,40.049999,50.423714,183.728485,24.0,63.509998,33.445,32.040001,98.480003,80.589996,33.78817,25.51,24.237499,64.309998,55.830002,48.200001,29.0175,38.349998,24.23,33.889999,58.09,36.650002,12021.400391
2011-12-13,47.389999,57.43,13.886071,70.900002,90.980003,18.469999,103.620003,95.040001,39.509998,49.870762,182.74379,23.559999,63.360001,33.240002,31.290001,98.0,79.410004,33.387405,25.76,23.762501,64.730003,55.93,47.93,28.3325,38.259998,23.977501,33.689999,57.599998,36.330002,11954.900391
2011-12-14,47.080002,57.619999,13.578214,69.940002,87.0,17.98,100.529999,93.25,39.139999,49.146198,180.420654,23.309999,63.18,33.130001,31.51,97.610001,78.510002,33.931297,25.59,23.5975,64.449997,55.970001,47.759998,27.092501,38.259998,24.09,33.610001,57.650002,35.16,11823.5
2011-12-15,46.419998,58.619999,13.533571,70.610001,87.699997,18.040001,99.669998,91.900002,39.419998,49.966099,179.235184,23.309999,64.0,33.445,31.76,98.139999,78.860001,34.694656,25.559999,23.52,64.989998,56.810001,48.52,26.6775,38.419998,23.955,34.110001,57.950001,35.189999,11868.799805
2011-12-16,46.880001,60.049999,13.607857,71.010002,87.199997,17.940001,100.860001,90.099998,40.419998,50.62392,175.497131,23.23,64.300003,33.720001,31.889999,97.489998,78.870003,34.589695,26.0,23.4175,65.139999,57.279999,49.0,26.764999,38.779999,24.360001,34.130001,58.27,35.32,11866.400391
2011-12-19,46.040001,60.169998,13.650357,70.160004,87.25,17.690001,99.720001,87.699997,40.200001,49.851692,174.847031,23.1,63.529999,33.685001,30.700001,97.239998,77.82,34.799618,25.530001,23.344999,64.949997,56.709999,48.970001,25.8675,38.630001,24.645,32.75,57.779999,34.75,11766.299805
2011-12-20,47.919998,61.16,14.141071,72.440002,91.730003,18.41,103.669998,90.980003,41.950001,51.825169,179.005737,23.84,64.519997,34.200001,32.209999,98.82,80.309998,35.372135,26.030001,23.407499,65.790001,58.150002,49.82,26.08,39.209999,25.3375,33.5,59.189999,36.169998,12103.599609
2011-12-21,47.490002,63.139999,14.158929,73.589996,91.629997,17.92,105.43,92.0,42.0,51.663094,173.489487,23.68,64.959999,34.785,32.32,99.199997,80.0,35.620228,25.76,24.0875,66.0,59.09,49.990002,24.7575,39.23,25.18,33.369999,59.389999,36.27,12107.700195
2011-12-22,47.630001,63.34,14.233929,74.290001,91.809998,18.129999,106.309998,94.419998,41.919998,52.09211,174.034424,24.02,65.18,34.595001,33.450001,98.599998,80.970001,35.839695,25.809999,23.705,66.190002,59.189999,50.73,25.084999,39.290001,25.135,33.919998,59.189999,36.950001,12169.700195
2011-12-23,47.950001,63.689999,14.404643,73.970001,92.25,18.469999,107.5,93.790001,42.09,52.416256,176.625244,24.4,65.980003,34.970001,33.57,100.150002,82.199997,36.164124,26.030001,24.225,66.669998,59.349998,51.349998,24.504999,39.98,25.620001,35.34,59.990002,37.700001,12294.0
2011-12-27,47.66,64.419998,14.518929,74.269997,91.550003,18.58,107.980003,91.900002,42.220001,52.387653,176.816437,24.559999,66.019997,34.939999,33.029999,100.550003,82.279999,36.020992,26.040001,24.442499,66.790001,59.529999,51.349998,25.0725,39.990002,25.477501,33.360001,59.830002,37.610001,12291.299805
2011-12-28,46.970001,64.0,14.38,73.260002,89.370003,18.16,105.959999,90.120003,41.529999,51.462887,175.898666,24.23,65.449997,34.755001,32.650002,99.580002,81.150002,35.715649,25.82,24.1075,66.540001,58.860001,50.709999,25.032499,39.759998,25.18,33.279999,59.73,37.240002,12151.400391
2011-12-29,47.52,64.739998,14.468571,74.110001,90.580002,18.25,107.470001,91.010002,42.009998,52.235115,177.992355,24.549999,65.879997,35.080002,33.419998,100.809998,82.110001,36.001907,26.02,24.365,66.970001,59.68,51.18,25.547501,40.049999,25.7875,33.43,59.990002,37.709999,12287.0
2011-12-30,47.169998,64.209999,14.464286,73.349998,90.599998,18.08,106.400002,90.43,42.040001,51.815636,175.793503,24.25,65.580002,34.985001,33.25,100.330002,81.730003,35.973282,25.959999,24.092501,66.709999,59.169998,50.68,25.365,40.119999,25.3825,33.060001,59.759998,37.5,12217.599609
2012-01-03,48.389999,64.110001,14.686786,74.220001,93.980003,18.629999,110.370003,95.360001,42.139999,52.988277,178.107071,24.540001,65.879997,35.07,34.98,98.839996,83.489998,36.545803,26.77,24.202499,66.830002,58.990002,51.490002,25.299999,39.73,25.747499,33.060001,60.330002,38.310001,12397.400391
2012-01-04,48.240002,63.759998,14.765714,74.330002,94.849998,18.99,110.18,94.739998,42.740002,52.940609,177.380493,25.110001,65.480003,34.849998,34.950001,99.389999,84.18,36.583969,27.4,24.555,66.800003,58.75,52.240002,24.370001,39.209999,25.2875,32.830002,59.709999,38.849998,12418.400391
2012-01-05,48.799999,64.410004,14.929643,73.529999,95.519997,18.92,109.099998,94.580002,43.09,52.99781,176.5392,25.4,65.400002,34.685001,35.68,99.830002,83.800003,36.965649,27.68,24.540001,66.519997,59.330002,52.59,24.692499,38.939999,25.477501,32.720001,59.419998,39.5,12415.700195
2012-01-06,48.27,64.760002,15.085714,73.980003,95.760002,18.85,108.309998,93.419998,43.200001,52.60693,174.512421,25.25,64.830002,34.465,35.360001,100.599998,83.370003,36.708015,28.110001,24.497499,66.360001,59.349998,52.779999,25.264999,38.330002,25.1775,33.080002,59.0,39.91,12359.900391
2012-01-09,48.389999,64.199997,15.061786,74.529999,97.099998,18.969999,109.489998,94.690002,43.23,53.045479,173.604202,25.469999,64.93,34.465,35.299999,99.639999,83.870003,36.63168,27.74,24.5875,66.639999,59.689999,52.720001,25.1875,38.369999,24.975,33.5,59.18,39.75,12392.700195
2012-01-10,48.669998,65.669998,15.115714,75.0,99.959999,18.83,109.059998,98.330002,43.529999,53.941647,173.336517,25.59,65.199997,34.669998,36.049999,99.699997,84.300003,36.755726,27.84,24.6175,66.330002,60.099998,52.619999,26.1975,38.57,24.950001,34.400002,59.040001,39.630001,12462.5
2012-01-11,48.950001,66.400002,15.091071,74.739998,99.639999,19.07,107.769997,99.760002,43.459999,53.827244,174.302109,25.799999,65.129997,34.029999,36.66,99.93,83.769997,36.650764,27.719999,24.535,65.68,59.900002,53.009998,26.455,38.900002,24.7775,34.009998,59.400002,38.700001,12449.5
2012-01-12,49.650002,67.540001,15.049643,75.510002,101.940002,19.15,104.970001,101.209999,43.389999,54.523205,172.60994,25.75,65.230003,33.785,36.849998,100.57,84.279999,36.841602,28.0,24.775,65.809998,59.799999,52.869999,26.42,38.919998,25.334999,33.27,59.5,38.73,12471.0
2012-01-13,49.759998,67.599998,14.993214,74.599998,102.480003,19.059999,106.089996,98.959999,43.509998,54.056053,171.281067,25.139999,65.260002,33.494999,35.919998,100.349998,83.599998,36.564884,28.25,24.575001,65.809998,59.369999,52.700001,25.975,38.919998,25.184999,32.630001,59.540001,38.400002,12422.099609
2012-01-17,50.220001,68.07,15.167857,75.239998,103.370003,19.309999,106.720001,97.68,43.740002,54.494602,172.084137,25.040001,65.120003,33.674999,34.91,100.550003,84.230003,37.041985,28.26,24.809999,66.260002,59.689999,53.57,25.860001,39.02,25.6325,33.200001,59.849998,38.48,12482.099609
2012-01-18,50.560001,69.220001,15.325357,75.059998,104.260002,19.540001,106.830002,104.309998,44.880001,55.476574,173.107071,25.389999,65.279999,33.794998,36.540001,101.559998,85.07,37.089695,28.23,25.215,66.029999,59.889999,53.939999,26.924999,39.009998,25.945,33.75,60.009998,39.02,12579.0
2012-01-19,50.950001,69.139999,15.276786,75.559998,105.75,19.790001,106.93,107.68,45.41,55.772118,172.581268,25.629999,65.190002,33.724998,36.93,101.260002,85.800003,37.46183,28.120001,25.395,66.080002,60.299999,52.32,28.627501,39.0,25.592501,33.5,60.610001,39.439999,12624.0
2012-01-20,50.040001,69.57,15.010714,75.519997,105.639999,19.92,106.889999,108.739998,44.509998,54.704342,180.229446,26.379999,65.269997,34.044998,37.360001,101.739998,85.650002,37.404579,29.709999,25.440001,66.230003,61.59,52.27,28.547501,38.970001,25.145,33.48,61.009998,39.310001,12720.5
2012-01-23,49.439999,67.779999,15.264643,75.510002,106.370003,19.83,107.010002,108.190002,44.880001,54.933151,181.625244,26.709999,65.0,34.264999,37.66,100.949997,85.610001,36.994274,29.73,25.389999,65.0,60.290001,52.43,28.6875,38.400002,24.9,33.860001,60.91,39.25,12708.799805
2012-01-24,49.23,68.190002,15.014643,75.360001,106.290001,19.82,106.720001,108.870003,44.959999,54.942684,183.489487,26.9,65.0,33.950001,37.66,98.75,85.93,37.003819,29.34,25.5525,64.5,58.0,51.330002,29.3825,37.790001,25.252501,34.27,61.389999,39.25,12675.799805
2012-01-25,50.169998,69.209999,15.952143,75.82,109.050003,19.83,107.730003,108.269997,45.259998,55.400303,183.298279,26.9,65.220001,34.215,37.599998,99.230003,86.480003,36.908398,29.559999,25.8025,64.980003,59.150002,51.57,29.535,37.689999,25.139999,34.689999,61.470001,39.560001,12757.0
2012-01-26,49.98,68.080002,15.879643,75.309998,111.309998,19.83,106.589996,108.559998,44.950001,55.133362,182.581268,26.75,65.699997,34.005001,37.490002,99.18,87.580002,37.003819,29.5,25.575001,64.800003,58.700001,50.349998,29.055,37.34,25.215,34.32,60.970001,39.349998,12734.599609
2012-01-27,49.849998,68.339996,15.974286,74.550003,111.279999,19.559999,103.959999,111.769997,44.869999,55.552841,182.084137,26.73,65.559998,33.720001,37.209999,98.690002,87.459999,36.755726,29.23,25.5275,64.300003,58.049999,51.02,29.15,37.209999,25.262501,34.23,60.709999,39.25,12660.5
2012-01-30,49.119999,68.330002,16.178928,74.160004,110.410004,19.559999,103.410004,109.730003,44.77,55.467037,184.034424,26.74,65.709999,33.73,37.009998,98.690002,87.339996,37.10878,29.610001,25.8475,63.209999,58.110001,51.07,28.8925,37.610001,24.969999,33.630001,61.299999,38.990002,12653.700195
2012-01-31,50.139999,67.93,16.302856,74.18,109.120003,19.65,103.120003,111.470001,44.389999,55.333569,184.13002,26.42,65.910004,33.764999,37.299999,99.050003,86.709999,36.517178,29.530001,25.997499,63.040001,58.299999,51.790001,29.200001,37.66,25.16,33.360001,61.360001,38.900002,12632.900391
2012-02-01,50.619999,69.839996,16.2925,75.370003,110.519997,19.799999,102.790001,113.449997,44.470001,56.191601,184.149139,26.549999,65.690002,33.924999,37.599998,98.400002,87.349998,36.860687,29.889999,25.9375,63.209999,59.27,53.259998,29.83,37.799999,25.627501,33.220001,62.18,39.330002,12716.5
2012-02-02,51.16,69.620003,16.254286,75.220001,110.330002,19.799999,103.690002,113.389999,44.459999,56.277405,183.107071,26.49,65.589996,33.915001,37.549999,98.620003,87.43,36.67939,29.950001,25.705,63.32,59.389999,52.540001,29.57,37.560001,26.514999,33.529999,61.939999,38.91,12705.400391
2012-02-03,52.25,69.279999,16.417143,76.339996,113.940002,20.09,105.5,117.529999,45.169998,57.907665,185.124283,26.74,65.639999,34.040001,38.279999,100.010002,87.730003,36.612595,30.24,25.875,62.77,60.119999,51.310001,31.025,37.84,26.7575,33.650002,62.029999,40.0,12862.200195
2012-02-06,51.810001,69.120003,16.570356,75.459999,113.779999,20.190001,106.669998,117.389999,45.200001,57.497715,184.340347,26.719999,65.190002,34.014999,38.139999,99.489998,87.559998,36.64122,30.200001,25.865,63.509998,59.330002,51.290001,30.807501,38.139999,26.84,34.279999,61.880001,40.459999,12845.099609
2012-02-07,52.130001,69.169998,16.743929,75.199997,113.809998,20.200001,106.830002,115.980003,45.459999,57.35471,184.847031,26.639999,65.260002,34.275002,37.869999,100.910004,87.889999,36.860687,30.35,26.057501,63.700001,59.740002,52.029999,30.700001,37.919998,26.745001,33.459999,61.689999,40.98,12878.200195
2012-02-08,51.639999,68.059998,17.024286,75.459999,114.040001,20.43,106.760002,116.150002,45.169998,57.078232,184.46463,26.85,65.239998,34.165001,38.299999,100.050003,87.970001,36.660305,30.66,26.4825,63.639999,59.849998,52.139999,30.950001,37.919998,27.0875,33.130001,61.619999,41.27,12884.0
2012-02-09,52.310001,66.839996,17.613214,75.900002,112.830002,20.0,106.370003,115.879997,45.27,57.097301,184.636703,26.860001,64.889999,33.985001,37.860001,99.989998,88.019997,36.402672,30.77,26.440001,64.040001,59.889999,53.060001,31.4025,37.919998,28.105,34.209999,61.959999,41.529999,12890.5
2012-02-10,51.810001,67.360001,17.622143,74.949997,111.75,19.9,105.279999,114.120003,45.330002,56.563416,183.957932,26.700001,64.599998,33.970001,37.610001,99.470001,87.139999,36.173664,30.5,26.352501,63.880001,59.380001,53.32,32.110001,37.689999,28.475,34.540001,61.900002,41.450001,12801.200195
2012-02-13,52.07,68.199997,17.950001,74.849998,113.699997,20.030001,106.379997,114.529999,45.93,57.335644,184.149139,26.700001,64.68,34.220001,38.299999,99.650002,88.029999,36.364506,30.58,26.305,64.230003,58.990002,53.849998,33.057499,38.130001,28.1775,34.790001,61.790001,41.790001,12874.0
2012-02-14,51.959999,67.839996,18.195,75.559998,114.449997,20.07,106.489998,112.870003,46.060001,57.049633,183.766724,26.780001,64.610001,34.450001,37.919998,99.550003,87.989998,36.459923,30.25,26.657499,64.480003,59.16,54.459999,32.900002,38.040001,28.809999,34.630001,62.220001,41.599998,12878.299805
2012-02-15,51.52,67.900002,17.77393,75.209999,112.529999,19.91,105.0,113.169998,45.709999,56.248802,183.79541,26.58,64.650002,34.200001,37.400002,98.610001,87.010002,36.278625,30.049999,26.65,64.550003,59.290001,54.619999,32.654999,37.830002,28.775,33.82,61.759998,41.25,12781.0
2012-02-16,52.869999,68.889999,17.936071,75.269997,113.959999,20.190001,106.519997,114.739998,45.93,56.696884,184.531555,26.83,64.919998,34.43,38.0,99.260002,87.650002,36.393131,31.290001,26.540001,65.199997,59.439999,54.790001,32.9375,38.049999,28.450001,34.240002,62.040001,41.540001,12904.099609
2012-02-17,52.860001,67.779999,17.932858,75.349998,113.949997,20.290001,106.660004,115.910004,46.709999,57.297508,184.913956,27.370001,64.989998,34.525002,38.470001,99.989998,87.559998,36.793892,31.25,26.67,64.910004,59.849998,54.68,32.2925,38.459999,28.752501,34.709999,62.48,41.75,12949.900391
2012-02-21,52.849998,66.690002,18.387501,75.720001,115.0,20.360001,108.410004,116.629997,46.919998,57.097301,184.885284,27.16,65.040001,34.41,38.459999,100.489998,87.599998,36.383587,31.440001,26.237499,64.419998,59.27,55.32,31.9025,38.490002,28.549999,34.18,60.07,41.57,12965.700195
2012-02-22,52.790001,66.790001,18.322857,76.059998,115.809998,20.120001,107.5,114.360001,46.57,56.73502,185.344162,26.73,65.0,34.625,38.07,100.660004,87.760002,36.469467,31.27,26.432501,64.440002,58.939999,55.18,32.017502,38.209999,29.09,34.290001,58.599998,41.27,12938.700195
2012-02-23,52.669998,67.339996,18.442499,75.849998,116.199997,20.23,108.349998,115.800003,46.950001,56.248802,188.919693,26.66,65.099998,34.59,38.490002,100.809998,87.900002,36.746181,31.370001,26.535,66.419998,58.959999,54.939999,32.942501,38.130001,29.120001,33.970001,58.540001,41.48,12984.700195
2012-02-24,53.330002,67.730003,18.657499,76.059998,116.0,20.139999,109.080002,115.870003,46.98,56.50621,189.063095,26.700001,64.459999,34.5,38.279999,100.32,88.199997,36.450382,31.48,26.5725,66.709999,58.599998,55.650002,35.91,38.139999,29.385,33.860001,58.790001,41.310001,12983.0
2012-02-27,54.18,67.440002,18.777143,75.209999,115.629997,20.17,109.629997,116.230003,46.93,56.916161,188.843216,26.889999,64.449997,34.415001,39.060001,100.360001,88.07,36.402672,31.35,26.7925,66.699997,58.599998,55.73,35.837502,38.130001,29.215,33.540001,58.459999,41.639999,12981.5
2012-02-28,53.759998,68.150002,19.121786,75.160004,115.760002,20.200001,109.610001,117.110001,47.23,56.963829,189.273422,27.24,65.18,34.424999,39.209999,99.779999,87.769997,36.622135,31.870001,26.8575,67.389999,58.400002,55.84,35.865002,38.150002,29.737499,33.41,58.93,41.93,13005.099609
2012-02-29,52.889999,68.010002,19.372856,74.949997,114.209999,19.879999,109.120003,115.139999,47.57,56.792225,188.0784,26.879999,65.080002,34.93,39.240002,99.279999,87.599998,36.421757,31.74,26.98,67.620003,57.970001,55.75,35.790001,38.110001,29.092501,33.16,59.080002,41.990002,12952.099609
2012-03-01,53.57,67.589996,19.445356,75.080002,113.389999,19.879999,109.760002,121.129997,47.459999,57.316574,188.843216,26.860001,64.830002,34.799999,40.369999,99.25,87.489998,36.059158,32.290001,27.135,66.660004,58.419998,55.990002,36.244999,38.43,29.295,32.77,58.82,42.389999,12980.299805
2012-03-02,52.990002,67.730003,19.470715,74.900002,112.489998,19.76,109.610001,119.959999,47.41,56.963829,190.066925,26.92,64.769997,34.59,40.630001,99.5,87.519997,36.192749,32.080002,27.184999,66.669998,58.009998,55.84,35.947498,38.669998,29.040001,32.689999,59.009998,42.360001,12977.599609
2012-03-05,52.970001,67.230003,19.04143,74.129997,110.089996,19.6,109.32,118.629997,47.389999,56.344139,191.835571,26.540001,64.910004,34.615002,40.400002,99.940002,87.059998,36.688931,31.799999,27.309999,66.949997,58.5,55.040001,35.52,39.0,29.059999,33.299999,59.400002,42.700001,12962.799805
2012-03-06,51.740002,66.540001,18.937857,72.559998,105.93,19.48,108.849998,113.669998,46.389999,55.076157,188.585083,26.610001,64.349998,34.380001,39.32,99.889999,84.949997,35.725189,31.559999,26.834999,66.839996,56.990002,54.459999,35.172501,38.689999,28.709999,32.869999,58.970001,42.0,12759.200195
2012-03-07,52.27,66.949997,18.953215,73.519997,108.279999,19.41,109.459999,116.400002,47.389999,55.047558,189.072662,26.91,64.300003,34.395,39.950001,100.18,85.470001,35.601147,31.84,26.895,66.580002,56.869999,54.389999,35.865002,38.869999,28.91,32.790001,59.860001,41.75,12837.299805
2012-03-08,52.950001,67.800003,19.356787,74.169998,110.279999,19.68,110.029999,117.169998,47.82,56.715954,191.022949,26.84,64.849998,34.634998,40.439999,96.959999,86.709999,35.687023,32.009998,26.975,66.900002,57.099998,55.610001,36.52,39.220001,29.4925,32.779999,59.77,42.02,12907.900391
2012-03-09,53.200001,68.010002,19.470358,73.290001,110.220001,19.799999,109.57,117.290001,48.099998,56.992432,191.797318,27.07,64.739998,34.755001,41.029999,96.839996,86.800003,35.877865,31.99,27.495001,66.93,57.610001,55.779999,36.857498,39.099998,29.2925,33.48,60.080002,42.240002,12922.0
2012-03-12,52.77,68.029999,19.714287,73.599998,108.940002,19.83,110.0,116.989998,48.59,56.496677,192.160614,26.99,65.099998,35.075001,40.540001,96.660004,87.540001,36.354961,32.040001,27.362499,67.709999,57.610001,55.02,36.7925,39.32,29.1325,33.630001,60.68,42.34,12959.700195
2012-03-13,54.25,68.910004,20.289286,74.309998,113.300003,20.219999,111.190002,124.540001,49.139999,57.554916,194.818359,27.49,65.330002,35.125,43.389999,96.779999,88.75,36.526718,32.669998,27.690001,67.900002,58.41,55.330002,38.064999,39.48,29.317499,33.25,61.0,44.009998,13177.700195
2012-03-14,56.150002,68.260002,21.056429,75.230003,112.269997,20.200001,110.690002,120.370003,49.470001,57.697926,195.71701,27.459999,65.080002,35.110001,43.580002,97.290001,88.870003,36.469467,32.77,27.575001,67.849998,58.950001,55.779999,37.9025,39.470001,29.1875,33.369999,61.080002,43.48,13194.099609
2012-03-15,56.720001,68.260002,20.912857,75.43,113.449997,19.91,110.029999,123.059998,49.200001,58.012535,196.94072,27.75,65.07,35.165001,44.700001,98.040001,90.0,36.316795,32.849998,27.682501,67.68,59.080002,55.709999,38.107498,39.540001,29.25,33.77,61.23,43.470001,13252.799805
2012-03-16,56.549999,67.379997,20.913214,75.199997,113.580002,20.030001,110.279999,122.93,49.049999,57.554916,196.950287,27.73,65.120003,35.080002,44.57,97.660004,89.559998,36.28817,32.599998,27.805,67.25,59.200001,55.59,37.8475,39.57,29.17,34.209999,60.84,43.189999,13232.599609
2012-03-19,57.27,68.050003,21.467857,75.400002,113.730003,20.139999,110.699997,124.300003,48.830002,57.64072,196.673035,27.74,65.209999,35.200001,45.0,97.730003,89.739998,36.154579,32.200001,28.032499,67.209999,59.119999,56.130001,37.485001,39.650002,29.709999,34.060001,60.740002,43.439999,13239.099609
2012-03-20,56.91,67.580002,21.64143,75.139999,110.760002,20.57,109.080002,126.019997,49.380001,56.706421,195.267685,27.75,64.959999,35.294998,45.380001,97.650002,89.349998,36.030533,31.99,27.934999,67.209999,59.16,54.779999,37.747501,39.630001,29.129999,33.810001,60.599998,43.240002,13170.200195
2012-03-21,57.049999,67.050003,21.517857,75.010002,109.0,20.5,107.910004,125.989998,49.790001,56.696884,195.688339,27.780001,64.760002,35.560001,45.119999,96.720001,88.910004,35.973282,31.91,27.610001,67.199997,58.509998,53.970001,38.592499,39.779999,29.1875,33.540001,60.560001,43.27,13124.599609
2012-03-22,57.290001,66.620003,21.405001,73.919998,106.43,20.379999,105.349998,124.739998,49.68,56.963829,196.453156,27.9,64.459999,35.709999,44.650002,95.800003,88.57,35.877865,32.0,27.747499,67.519997,57.970001,53.880001,38.209999,39.66,29.32,33.380001,60.650002,43.290001,13046.099609
2012-03-23,57.25,66.660004,21.2875,73.970001,107.830002,20.530001,106.360001,126.18,49.540001,57.35471,196.443588,27.879999,64.550003,35.744999,45.16,95.550003,88.459999,36.269085,32.009998,26.855,67.43,58.200001,53.66,38.474998,39.419998,29.695,33.560001,60.75,43.650002,13080.700195
2012-03-26,58.66,67.519997,21.677856,75.18,108.75,20.84,107.839996,128.070007,50.130001,58.89917,198.632889,28.190001,65.169998,35.950001,46.169998,96.970001,89.120003,36.889313,32.59,27.137501,67.459999,58.849998,55.099998,39.334999,39.330002,30.014999,34.369999,61.200001,44.380001,13241.599609
2012-03-27,58.220001,67.809998,21.945715,74.809998,108.059998,20.91,107.040001,126.330002,50.040001,58.441551,198.068832,28.190001,65.400002,35.935001,45.889999,97.339996,89.139999,37.0229,32.52,26.969999,67.150002,58.48,55.43,38.375,38.66,29.952499,34.799999,61.09,44.150002,13197.700195
2012-03-28,59.060001,67.68,22.057858,74.330002,104.260002,21.08,105.889999,126.360001,49.91,57.917198,198.173996,27.799999,65.620003,36.330002,46.27,97.080002,88.449997,36.555344,32.189999,26.807501,67.190002,58.77,55.439999,38.514999,38.259998,29.8375,34.75,61.189999,43.509998,13126.200195
2012-03-29,57.889999,67.32,21.780714,74.080002,106.019997,21.030001,106.849998,123.760002,49.91,57.86953,199.110901,28.16,65.540001,36.904999,45.669998,97.639999,88.769997,36.269085,32.119999,26.9625,67.010002,58.650002,58.110001,39.102501,38.07,29.75,33.93,60.82,43.009998,13145.799805
2012-03-30,57.860001,67.970001,21.4125,74.370003,106.519997,21.15,107.209999,124.370003,50.310001,58.203209,199.474182,28.120001,65.959999,37.005001,45.98,98.099998,89.209999,36.64122,32.259998,27.110001,67.209999,59.200001,58.939999,38.627499,38.23,29.5,33.490002,61.200001,43.779999,13212.0
2012-04-02,58.009998,68.110001,22.093929,75.169998,107.25,21.190001,108.300003,124.900002,49.990002,58.269943,200.258133,28.379999,66.209999,37.07,46.130001,98.360001,89.230003,36.746181,32.290001,27.254999,67.559998,59.330002,59.119999,39.294998,38.52,29.745001,34.16,61.360001,43.84,13264.5
2012-04-03,58.389999,67.93,22.475714,74.650002,106.209999,20.82,107.139999,122.709999,50.0,57.802795,200.286804,28.110001,65.879997,36.880001,45.419998,99.400002,88.790001,36.946564,31.940001,27.342501,67.089996,59.279999,59.400002,39.580002,38.459999,30.09,33.849998,60.650002,43.290001,13199.5
2012-04-04,57.369999,67.849998,22.296785,73.669998,106.260002,20.360001,105.599998,119.959999,49.849998,57.345177,196.988525,27.93,65.389999,36.73,44.41,97.480003,87.839996,37.11832,31.209999,27.372499,67.260002,59.220001,59.060001,38.919998,38.389999,29.745001,33.299999,60.259998,42.93,13074.799805
