,AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WBA,WMT,DIS,DJI
2008-03-19,42.0,39.970001,4.631071,73.449997,73.730003,24.469999,81.889999,166.490005,26.84,52.540195,111.797325,21.09,64.879997,29.98,42.470001,53.66,79.470001,41.020992,28.620001,15.4575,67.809998,46.41,35.549999,14.1525,32.79549,14.125,36.380001,50.779999,31.24,12099.700195
2008-03-20,45.98,40.110001,4.759643,74.800003,73.82,24.77,83.209999,179.630005,28.059999,51.75843,113.126198,21.75,65.379997,30.52,45.970001,54.419998,77.980003,41.374046,29.18,16.817499,69.370003,47.790001,35.32,13.9575,33.719704,16.0875,36.779999,53.23,31.9,12361.299805
2008-03-24,47.41,40.98,4.983214,76.290001,76.029999,25.639999,84.010002,178.880005,29.26,52.444859,113.824089,22.129999,64.889999,30.59,46.549999,55.77,78.639999,42.223282,29.17,17.27,69.970001,47.689999,35.709999,14.91,34.513218,14.9325,38.610001,53.630001,32.040001,12548.599609
2008-03-25,47.509998,40.84,5.035,75.900002,76.639999,25.75,84.540001,179.630005,28.76,53.388695,112.782028,22.27,64.550003,30.705,46.060001,56.200001,78.980003,42.624046,29.139999,17.092501,69.540001,47.759998,35.279999,15.24,34.447868,15.8125,38.009998,53.049999,32.080002,12532.599609
2008-03-26,45.360001,42.0,5.180714,76.300003,77.360001,24.780001,84.959999,175.479996,28.16,53.035946,111.768639,21.860001,64.699997,30.575001,44.110001,55.599998,78.660004,42.652672,28.559999,16.567499,69.639999,47.549999,34.099998,14.81,33.738373,15.99,37.959999,52.900002,31.76,12422.900391
2008-03-27,44.830002,41.490002,5.008929,74.220001,77.029999,24.18,84.400002,168.139999,27.790001,52.435326,110.439774,21.09,64.620003,30.655001,42.860001,55.450001,77.860001,42.729008,28.049999,16.495001,69.410004,47.459999,34.0,14.1575,33.570335,15.7275,37.259998,52.369999,31.379999,12302.5
2008-03-28,43.150002,41.450001,5.1075,73.470001,77.089996,24.08,84.5,164.449997,27.379999,53.245689,109.531548,20.790001,64.18,30.469999,42.709999,55.48,77.949997,42.471375,27.91,16.465,69.440002,47.419998,34.400002,14.2125,33.467644,15.69,37.43,52.119999,31.0,12216.400391
2008-03-31,43.720001,41.779999,5.125,74.370003,78.290001,24.09,85.360001,165.389999,27.969999,53.789108,110.076485,21.18,64.870003,30.434999,42.950001,55.77,79.150002,36.21183,28.379999,17.0,70.07,47.849998,34.360001,14.4675,34.027775,15.59,38.09,52.68,31.379999,12262.900391
2008-04-01,47.09,42.16,5.340357,75.879997,79.980003,24.98,86.739998,176.860001,29.49,55.095226,111.367111,21.969999,65.870003,30.719999,47.0,56.91,81.32,36.564884,29.5,17.3925,71.139999,50.549999,36.25,15.305,35.442825,15.4025,38.93,54.080002,31.91,12654.400391
2008-04-02,46.650002,42.450001,5.2675,76.849998,78.510002,24.959999,87.510002,176.869995,29.16,54.942684,109.760994,21.85,65.309998,30.23,46.240002,56.66,80.910004,35.400764,29.16,16.9925,70.480003,49.939999,35.959999,15.575,35.602264,15.58,38.139999,54.459999,31.559999,12605.799805
2008-04-03,46.68,41.57,5.414643,76.139999,77.07,24.23,87.720001,176.529999,29.219999,54.952217,110.917786,21.93,65.269997,30.280001,46.279999,56.240002,80.169998,36.603054,29.0,17.225,70.470001,49.389999,36.150002,15.7,35.705433,16.375,38.189999,54.93,31.530001,12626.0
2008-04-04,46.110001,41.529999,5.467143,75.650002,77.830002,24.389999,88.050003,175.399994,28.790001,55.552841,110.669212,21.870001,65.730003,30.125,45.57,55.720001,80.519997,38.167938,29.16,17.127501,70.599998,49.299999,36.5,16.280001,35.020775,16.120001,37.900002,54.400002,31.24,12609.400391
2008-04-07,46.549999,41.490002,5.5675,74.980003,77.25,23.940001,88.269997,178.729996,28.5,55.400303,111.19503,21.75,66.139999,30.184999,45.540001,55.650002,80.190002,38.912212,29.16,16.7075,70.510002,50.18,36.669998,16.262501,35.077049,16.26,38.049999,54.23,31.52,12612.400391
2008-04-08,46.470001,41.490002,5.458571,75.019997,77.589996,23.959999,89.279999,178.899994,28.18,54.523205,111.156792,21.08,66.32,30.254999,44.860001,55.869999,79.879997,39.026718,28.75,16.6325,70.650002,48.880001,38.080002,15.9575,34.467422,17.022499,37.619999,54.450001,31.07,12576.400391
2008-04-09,45.080002,41.59,5.408571,78.599998,76.160004,23.530001,89.949997,174.139999,27.67,55.324032,111.634796,21.42,66.290001,30.389999,44.299999,55.740002,79.589996,39.064884,28.889999,16.610001,70.209999,49.029999,37.279999,15.815,33.782761,16.4475,36.91,54.139999,30.85,12527.299805
2008-04-10,45.060001,43.98,5.519643,78.43,75.709999,24.040001,89.599998,170.550003,28.379999,56.058128,113.556404,22.08,66.330002,30.665001,43.860001,55.849998,80.349998,39.799618,29.110001,16.842501,70.18,49.240002,36.599998,16.407499,33.604565,16.5275,36.619999,54.66,31.35,12582.0
2008-04-11,43.389999,43.009998,5.255,76.860001,74.800003,23.379999,88.800003,167.300003,28.17,54.332527,110.898659,21.24,66.0,30.145,42.529999,55.400002,78.470001,39.255726,28.280001,16.672501,70.0,49.299999,35.869999,15.2725,33.379471,16.5275,36.080002,54.799999,30.18,12325.400391
2008-04-14,42.720001,42.950001,5.277857,77.220001,75.540001,23.309999,89.300003,163.589996,27.91,53.74144,112.122368,20.690001,65.739998,30.5,41.5,55.540001,78.260002,39.503819,28.059999,16.514999,70.120003,49.0,36.290001,15.025,33.144997,16.42,35.439999,55.150002,30.040001,12302.099609
2008-04-15,43.150002,43.360001,5.299286,75.699997,75.949997,23.110001,90.169998,164.199997,27.93,53.836777,112.017204,20.91,65.650002,30.469999,42.119999,55.959999,78.839996,39.332062,28.25,16.455,70.230003,48.73,37.240002,14.8375,32.929283,16.0875,35.619999,56.27,29.93,12362.5
2008-04-16,43.75,43.41,5.489286,76.669998,79.019997,23.83,91.93,169.050003,28.02,55.181026,115.172081,22.129999,65.699997,30.575001,44.959999,57.18,80.690002,38.463741,28.950001,16.5175,69.269997,49.380001,35.799999,15.3925,33.623322,16.535,35.779999,57.07,30.32,12619.299805
2008-04-17,44.700001,42.630001,5.5175,76.910004,78.589996,23.889999,91.989998,172.100006,28.120001,54.723412,117.667305,22.110001,65.760002,30.34,45.119999,57.330002,80.650002,37.423664,29.219999,16.887501,67.559998,49.709999,36.700001,15.55,33.623322,16.76,35.73,56.669998,30.780001,12620.5
2008-04-18,45.529999,43.07,5.751429,78.660004,85.279999,24.51,93.18,179.929993,28.68,58.146008,118.929253,22.549999,66.510002,30.055,45.759998,58.299999,82.900002,37.938931,30.0,16.9725,67.169998,50.310001,37.25,15.975,33.792141,17.25,35.959999,56.310001,31.33,12849.400391
2008-04-21,45.700001,42.610001,6.005714,79.089996,83.330002,24.889999,92.699997,180.399994,28.98,57.573986,118.881454,22.459999,66.32,30.174999,45.23,58.669998,82.339996,37.814884,30.42,17.155001,67.800003,49.299999,37.810001,15.68,33.726486,17.7425,35.790001,56.380001,31.459999,12825.0
2008-04-22,43.970001,42.099998,5.721429,78.559998,82.010002,24.92,94.029999,179.759995,28.52,56.620617,118.231361,21.99,66.989998,29.945,45.650002,58.349998,81.18,36.746181,30.25,17.0075,67.470001,48.790001,34.150002,15.335,33.510773,17.57,35.27,56.549999,31.290001,12720.200195
2008-04-23,44.380001,42.689999,5.8175,82.089996,81.690002,25.440001,94.480003,179.350006,28.129999,56.067661,118.164436,22.559999,67.260002,30.16,45.150002,58.689999,80.629997,36.851147,31.450001,16.895,67.169998,48.290001,34.73,16.8925,34.073505,17.52,35.669998,56.919998,31.639999,12763.200195
2008-04-24,45.18,42.400002,6.033571,83.0,81.82,26.030001,92.400002,188.789993,28.92,57.497715,118.728493,22.690001,67.370003,30.125,46.970001,59.580002,79.129997,38.139313,31.799999,17.014999,66.830002,50.68,33.59,17.07,34.101643,18.075001,35.82,57.450001,31.940001,12849.0
2008-04-25,47.77,42.25,6.061786,84.839996,82.25,25.6,92.690002,192.0,29.780001,57.669323,117.667305,22.559999,67.309998,29.665001,47.790001,59.669998,77.82,38.854961,29.83,17.184999,66.550003,50.209999,33.990002,17.022499,34.73941,18.775,35.490002,57.650002,32.360001,12891.900391
2008-04-28,47.889999,41.849998,6.151429,84.980003,83.029999,25.35,92.5,190.240005,29.73,57.64072,116.338432,22.709999,67.32,29.49,47.34,59.59,77.129997,39.541985,28.99,16.955,66.209999,50.759998,33.639999,16.865,35.592888,18.907499,35.48,57.349998,32.43,12871.799805
2008-04-29,48.009998,42.130001,6.251786,85.529999,81.510002,25.51,94.739998,192.679993,29.360001,57.068699,117.447418,22.620001,67.190002,29.360001,47.080002,60.200001,76.860001,35.438931,28.639999,17.057501,65.900002,49.669998,33.400002,16.737499,35.836739,20.219999,35.610001,58.610001,32.759998,12831.900391
2008-04-30,48.02,41.869999,6.2125,84.860001,81.879997,25.639999,96.150002,191.369995,28.799999,56.63015,115.391968,22.26,67.089996,29.434999,47.650002,59.580002,76.900002,36.29771,28.52,16.700001,67.050003,50.400002,32.630001,16.682501,36.08997,20.862499,34.849998,57.98,32.43,12820.099609
2008-05-01,51.330002,43.23,6.428571,85.410004,82.349998,26.67,94.940002,199.050003,29.870001,57.840927,118.173996,23.290001,67.809998,29.545,49.25,60.919998,77.839996,37.166031,29.4,16.952499,67.029999,52.150002,32.900002,16.8225,36.877796,21.35,35.689999,58.07,33.299999,13010.0
2008-05-02,50.400002,42.93,6.462143,85.690002,82.800003,26.75,95.32,200.270004,30.120001,57.802795,117.762909,23.58,68.260002,29.385,48.66,60.950001,78.550003,37.566795,29.24,16.915001,66.800003,52.060001,33.470001,16.825001,37.131027,20.6875,35.279999,57.5,33.490002,13058.200195
2008-05-05,50.419998,42.790001,6.5975,85.919998,82.75,26.280001,95.620003,197.119995,29.370001,57.76466,116.663483,23.25,67.900002,29.190001,48.0,60.869999,77.550003,37.194656,29.08,16.745001,66.650002,51.75,33.07,17.342501,36.483883,21.264999,35.400002,56.970001,33.290001,12969.5
2008-05-06,50.959999,43.0,6.666429,86.150002,83.230003,26.33,96.870003,197.610001,29.280001,57.964867,117.418739,23.58,67.580002,29.135,48.200001,60.490002,77.760002,37.061069,29.700001,16.895,66.650002,51.419998,32.799999,17.5425,36.474503,21.8825,35.389999,56.349998,33.73,13020.799805
2008-05-07,48.700001,42.200001,6.521071,84.550003,81.629997,25.780001,95.279999,189.759995,28.559999,56.239269,118.680687,23.17,66.910004,28.514999,46.57,59.380001,76.68,37.223282,29.209999,16.6875,65.800003,50.509998,32.66,16.702499,35.90239,22.125,35.34,56.830002,34.700001,12814.299805
2008-05-08,48.849998,42.02,6.609286,84.760002,82.419998,25.700001,97.440002,187.720001,27.92,56.592014,119.426384,23.4,66.900002,28.145,46.049999,59.77,76.949997,37.299618,29.27,16.200001,65.919998,50.25,33.0,16.8925,35.874252,21.825001,35.169998,57.16,34.560001,12866.799805
2008-05-09,48.959999,42.049999,6.551786,84.059998,81.760002,25.49,97.389999,188.089996,27.98,56.811291,118.60421,23.370001,66.550003,28.075001,46.57,59.240002,76.32,37.204197,29.389999,16.217501,65.209999,50.18,32.939999,16.674999,35.55537,20.715,34.990002,57.18,34.299999,12745.900391
2008-05-12,49.950001,42.950001,6.72,84.800003,83.82,25.84,97.360001,192.080002,28.639999,57.183105,119.732315,23.639999,66.709999,28.200001,47.240002,60.869999,77.669998,37.805344,29.99,16.334999,65.349998,51.220001,32.779999,16.905001,35.696056,20.475,35.5,58.02,34.77,12876.299805
2008-05-13,49.009998,42.5,6.784286,85.080002,84.07,25.889999,97.730003,190.330002,28.75,57.993469,121.013382,23.76,66.410004,28.25,45.48,61.169998,77.18,37.375954,29.780001,16.415001,65.730003,50.360001,32.549999,16.987499,35.74295,20.594999,35.459999,56.650002,34.330002,12832.200195
2008-05-14,49.5,42.200001,6.652143,85.690002,82.75,25.75,97.720001,190.130005,29.120001,59.099377,121.912048,23.84,66.809998,28.27,45.91,60.439999,77.730003,38.005726,29.93,16.860001,65.5,51.189999,32.02,17.35,36.530777,20.557501,36.099998,57.450001,34.799999,12898.400391
2008-05-15,49.860001,42.049999,6.776071,85.550003,83.5,26.5,98.489998,188.619995,29.530001,59.51886,122.810707,24.969999,66.68,28.504999,47.02,60.860001,77.860001,38.167938,30.450001,17.004999,66.360001,51.639999,31.700001,17.305,36.483883,20.5625,36.560001,57.119999,34.990002,12992.700195
2008-05-16,48.68,42.029999,6.700714,85.169998,83.699997,26.51,100.379997,187.139999,29.1,58.927769,122.198853,25.0,66.68,28.535,46.529999,60.529999,78.660004,38.167938,29.99,16.8825,66.75,50.82,32.32,17.174999,36.361958,20.592501,36.369999,57.040001,34.91,12986.799805
2008-05-19,48.560001,42.34,6.557143,87.07,84.279999,26.370001,102.199997,184.399994,28.870001,59.347252,120.927345,24.879999,66.629997,28.76,45.990002,60.450001,79.050003,38.187023,29.459999,16.945,66.860001,50.669998,33.439999,16.57,36.671459,20.83,36.18,56.400002,34.720001,13028.200195
2008-05-20,47.310001,42.450001,6.639286,85.139999,83.839996,25.85,103.089996,182.429993,27.370001,58.555958,119.67495,24.09,66.150002,28.545,43.700001,59.68,77.529999,37.919846,28.76,16.76,65.860001,49.84,34.049999,15.7,35.480343,20.684999,36.080002,55.950001,34.09,12828.700195
2008-05-21,45.48,42.099998,6.363929,81.190002,83.400002,25.370001,103.019997,178.600006,26.93,57.316574,118.183556,23.66,65.730003,28.325001,42.419998,58.779999,76.120003,37.337788,28.25,16.282499,65.169998,49.169998,34.16,15.665,34.90823,20.2125,35.279999,55.23,33.66,12601.200195
2008-05-22,46.360001,42.77,6.323214,81.410004,82.220001,25.58,101.910004,177.199997,26.91,56.601547,119.216064,23.879999,65.410004,29.135,43.049999,58.529999,76.639999,37.242367,28.469999,16.252501,65.620003,49.139999,35.299999,16.577499,35.1427,19.327499,35.68,56.049999,33.610001,12625.599609
2008-05-23,45.450001,42.380001,6.470357,81.480003,81.550003,25.1,100.730003,172.639999,26.77,56.019993,118.738052,23.41,64.919998,29.315001,42.32,57.73,75.809998,36.965649,28.049999,16.192499,65.269997,48.310001,34.75,16.754999,34.776924,19.0875,35.09,55.75,33.23,12479.599609
2008-05-27,45.900002,43.040001,6.658214,82.870003,81.949997,25.59,99.580002,173.919998,27.280001,56.372742,121.72084,23.6,65.150002,29.295,43.009998,58.110001,76.169998,36.851147,28.440001,16.504999,65.07,49.279999,35.02,17.0625,35.058292,19.684999,35.639999,56.400002,33.639999,12548.299805
2008-05-28,46.150002,42.82,6.678929,82.129997,83.190002,25.540001,100.419998,174.830002,27.43,56.468079,123.843208,23.469999,64.879997,28.719999,42.860001,58.689999,76.900002,36.889313,28.18,16.844999,64.870003,48.549999,34.23,17.545,35.424068,20.48,35.580002,57.09,33.860001,12594.0
2008-05-29,46.75,43.419998,6.6675,82.110001,82.779999,26.209999,98.860001,176.240005,27.709999,56.563416,124.005737,23.139999,66.419998,28.934999,43.57,59.48,77.760002,37.137405,28.309999,17.0975,65.470001,49.759998,34.5,17.877501,35.986801,21.3125,36.029999,57.939999,33.810001,12646.200195
2008-05-30,46.349998,44.029999,6.741071,82.769997,82.639999,26.719999,99.150002,176.410004,27.360001,56.83989,123.738052,23.18,66.739998,28.629999,43.0,59.32,77.559998,37.175571,28.32,17.092501,66.050003,49.810001,34.209999,18.077499,36.080589,21.59,36.02,57.740002,33.599998,12638.299805
2008-06-02,45.25,44.220001,6.646429,81.150002,82.330002,26.35,99.370003,172.339996,27.16,55.590977,121.759079,23.200001,66.510002,28.5,42.150002,58.549999,76.25,36.421757,27.799999,16.785,65.360001,49.279999,33.990002,17.8225,35.508476,21.5175,36.110001,57.200001,33.299999,12503.799805
2008-06-03,44.310001,44.150002,6.620357,78.120003,82.419998,26.34,97.860001,170.580002,27.09,54.475536,122.217972,22.940001,66.760002,28.200001,41.889999,57.560001,76.230003,36.59351,27.309999,16.7425,65.410004,49.299999,33.950001,18.047501,35.039532,21.889999,36.34,57.77,33.18,12402.799805
2008-06-04,45.639999,44.5,6.613929,78.019997,82.459999,26.76,96.040001,172.100006,27.18,54.084652,121.940727,23.48,66.550003,28.35,41.630001,57.98,76.360001,36.421757,27.540001,16.985001,66.449997,49.23,33.82,18.137501,34.683136,21.370001,36.34,57.68,34.349998,12390.5
2008-06-05,47.43,44.93,6.765357,77.309998,82.730003,27.540001,99.989998,176.600006,27.91,54.056053,122.820267,23.870001,66.959999,28.594999,42.099998,58.049999,77.5,37.10878,28.299999,17.5175,66.669998,50.240002,33.939999,18.48,36.540154,21.809999,36.700001,59.799999,34.490002,12604.5
2008-06-06,44.650002,44.240002,6.63,73.160004,79.989998,26.540001,99.5,169.440002,27.18,51.491489,119.445503,22.9,65.760002,27.9,40.09,56.950001,74.860001,35.7729,27.49,16.9825,65.370003,47.25,33.029999,17.754999,35.855495,20.9125,35.529999,58.369999,33.009998,12209.799805
2008-06-09,44.110001,44.299999,6.486071,73.949997,80.809998,26.43,101.199997,165.759995,26.540001,52.235115,120.32505,22.76,65.629997,27.93,37.509998,59.310001,75.82,35.295803,27.709999,17.145,66.07,47.790001,32.93,17.424999,35.583508,20.535,35.619999,59.57,33.18,12280.299805
2008-06-10,44.349998,43.82,6.63,73.669998,80.099998,26.360001,98.779999,167.210007,26.709999,51.901436,120.401527,22.68,65.620003,29.004999,38.290001,59.77,76.0,34.723282,27.889999,17.120001,66.660004,48.43,32.599998,17.834999,35.189594,20.077499,35.700001,59.779999,33.830002,12289.799805
2008-06-11,42.59,42.950001,6.4575,73.309998,78.93,25.65,99.419998,162.399994,25.91,51.729832,117.829826,21.809999,65.199997,28.57,37.130001,58.75,75.269997,34.09351,27.120001,16.860001,66.199997,46.650002,31.950001,17.360001,34.392391,19.434999,35.32,58.52,33.27,12083.799805
2008-06-12,43.419998,43.220001,6.187857,74.120003,80.5,25.959999,98.059998,166.75,26.48,53.026413,118.403442,22.049999,65.690002,28.57,38.009998,59.34,75.550003,33.778625,28.24,16.695,66.459999,47.810001,31.01,17.5525,34.354874,19.889999,35.450001,59.110001,33.240002,12141.599609
2008-06-13,44.66,43.970001,6.156071,75.120003,81.5,26.370001,99.400002,178.289993,27.530001,53.855843,120.602295,22.66,66.269997,27.709999,39.580002,59.950001,76.120003,33.902672,29.07,17.247499,66.449997,47.84,30.74,18.1975,35.011395,20.3825,36.259998,59.18,33.93,12307.299805
2008-06-16,44.68,43.990002,6.315714,75.019997,80.910004,26.27,99.489998,182.089996,27.5,53.560299,121.137665,22.860001,65.839996,27.09,39.939999,59.939999,75.199997,33.40649,28.93,17.094999,65.900002,48.200001,30.200001,18.205,33.989098,20.817499,36.25,59.310001,33.650002,12269.099609
2008-06-17,42.759998,44.389999,6.479643,74.379997,80.690002,25.969999,100.370003,179.440002,26.870001,52.492527,119.598473,22.58,65.589996,26.98,39.040001,59.209999,74.970001,33.091602,28.799999,17.0,65.800003,47.25,30.0,18.012501,33.660835,21.1675,35.73,58.689999,33.110001,12160.299805
2008-06-18,42.419998,44.220001,6.383929,74.650002,79.699997,25.280001,99.260002,182.770004,26.549999,52.073044,118.699806,22.280001,64.440002,26.58,38.740002,58.209999,74.300003,33.263359,28.459999,16.969999,65.0,46.700001,30.219999,17.7575,33.745247,20.965,35.130001,57.669998,32.950001,12029.099609
2008-06-19,42.630001,44.860001,6.460714,76.949997,79.480003,25.52,96.860001,186.929993,27.18,52.769005,119.521988,22.85,64.620003,26.68,38.650002,58.59,74.120003,33.969467,28.93,16.959999,64.900002,46.419998,27.889999,18.387501,34.232948,21.067499,35.439999,57.689999,32.889999,12063.099609
2008-06-20,41.18,45.169998,6.259643,75.830002,79.080002,24.639999,96.620003,183.770004,26.25,51.672626,117.342255,22.370001,64.059998,26.83,37.860001,57.400002,73.019997,33.520992,28.23,16.682501,63.16,45.630001,27.120001,18.275,33.182514,20.8925,35.07,56.259998,31.940001,11842.700195
2008-06-23,40.880001,45.889999,6.184286,75.589996,80.0,24.549999,99.059998,178.589996,25.059999,52.425789,118.030594,22.360001,64.290001,26.629999,36.869999,57.009998,72.959999,34.188931,27.969999,16.725,62.93,44.84,26.389999,18.6075,33.679592,20.264999,34.700001,56.639999,32.389999,11842.400391
2008-06-24,42.099998,46.360001,6.1875,74.790001,76.639999,24.48,98.639999,181.979996,25.309999,51.872837,118.030594,22.41,64.720001,26.684999,37.720001,57.02,72.43,35.333969,27.73,16.4925,62.860001,44.939999,26.43,17.715,33.210648,20.665001,33.990002,57.32,32.220001,11807.400391
2008-06-25,40.939999,46.82,6.335357,69.639999,76.580002,24.700001,99.360001,183.649994,25.469999,49.09853,119.101341,22.65,65.279999,27.049999,37.91,58.049999,72.57,35.286259,28.35,16.4925,63.490002,44.970001,26.790001,17.6875,33.379471,20.514999,33.950001,58.119999,32.490002,11811.799805
2008-06-26,38.889999,46.360001,6.009286,68.209999,74.279999,23.82,97.410004,176.259995,24.66,46.848579,115.803062,21.59,64.260002,26.610001,36.32,56.450001,70.260002,34.541985,27.75,14.875,62.25,44.110001,25.969999,16.782499,32.17897,19.775,32.880001,56.830002,31.530001,11453.400391
2008-06-27,38.040001,46.369999,6.074643,66.919998,73.75,23.610001,97.800003,174.559998,24.02,46.934383,114.770554,21.49,63.57,25.92,35.049999,56.5,69.510002,35.286259,27.629999,15.085,60.490002,44.299999,26.01,17.155001,32.150833,20.65,32.970001,56.299999,31.57,11346.5
2008-06-30,37.669998,47.16,5.98,65.720001,73.82,23.26,99.129997,174.899994,23.42,47.935421,113.317398,21.48,64.339996,25.99,34.310001,56.220001,69.589996,35.963741,27.51,14.9025,60.810001,43.400002,26.25,17.057501,33.201271,20.327499,32.509998,56.200001,31.200001,11350.0
2008-07-01,40.02,48.639999,6.238571,65.449997,74.089996,23.15,99.080002,175.330002,23.209999,48.488373,114.024857,21.57,64.690002,25.5,34.02,57.290001,69.779999,36.603054,26.870001,14.7475,61.98,44.439999,25.629999,17.530001,33.323196,20.352501,32.43,57.029999,31.049999,11382.299805
2008-07-02,39.619999,48.84,6.006429,63.900002,70.419998,22.84,97.419998,178.789993,22.52,47.306194,113.862335,20.93,64.639999,25.684999,34.599998,57.43,68.480003,36.29771,25.879999,14.5225,62.689999,44.080002,25.120001,17.475,33.416985,19.855,31.389999,56.5,30.709999,11215.5
2008-07-03,40.240002,50.84,6.075714,64.470001,70.309998,23.120001,98.629997,178.889999,22.540001,47.96402,114.282982,20.66,65.120003,25.74,35.310001,57.189999,69.459999,36.688931,25.98,14.63,63.669998,44.34,22.959999,16.8825,33.529533,19.5175,31.450001,56.599998,30.9,11288.5
2008-07-07,39.59,50.27,6.255714,64.290001,70.809998,22.57,96.82,169.820007,22.32,48.221432,116.156792,20.709999,65.25,25.645,34.040001,57.360001,69.849998,34.923664,26.030001,14.115,62.91,43.279999,23.309999,16.785,33.229408,18.905001,31.700001,56.91,30.08,11232.0
2008-07-08,41.549999,50.380001,6.4125,65.919998,69.510002,22.879999,95.790001,174.899994,23.040001,49.069927,118.432121,20.92,66.209999,25.735001,35.77,58.52,71.029999,35.276718,25.85,14.58,63.66,44.610001,23.280001,16.705,33.163754,19.764999,31.889999,59.110001,29.950001,11384.200195
2008-07-09,39.009998,50.849998,6.223214,65.589996,68.43,21.58,93.910004,169.020004,22.370001,47.601742,115.105164,19.809999,66.18,25.445,34.279999,59.25,68.639999,35.362595,25.23,14.2375,63.799999,43.5,22.93,16.305,32.507233,18.967501,32.09,57.669998,29.540001,11147.400391
2008-07-10,39.040001,51.689999,6.308214,65.989998,68.419998,22.129999,96.25,170.160004,21.870001,48.860188,117.762909,20.620001,66.940002,25.02,34.509998,58.439999,68.919998,35.305344,25.450001,13.9175,64.220001,43.799999,22.58,16.225,32.732327,19.3125,33.290001,57.209999,29.6,11229.0
2008-07-11,39.209999,51.02,6.163571,63.279999,69.809998,21.82,92.25,162.479996,21.58,47.010651,116.749519,20.639999,66.260002,25.135,33.16,57.32,68.720001,35.066795,25.25,14.065,63.450001,44.119999,22.16,15.82,32.751083,18.637501,32.720001,56.290001,29.200001,11100.5
2008-07-14,37.509998,50.990002,6.21,63.189999,69.669998,21.299999,92.800003,158.669998,21.530001,47.172726,116.19503,20.469999,66.410004,25.48,31.690001,58.09,69.019997,35.181297,25.15,13.9525,63.93,42.48,22.18,15.5925,32.71357,18.145,32.5,56.310001,29.1,11055.200195
2008-07-15,37.02,52.66,6.058571,63.880001,67.040001,21.040001,89.419998,157.800003,21.459999,45.6092,117.782028,20.709999,67.699997,25.895,31.02,58.560001,67.690002,34.904579,26.15,14.41,64.349998,41.490002,22.33,15.8475,32.863632,17.105,32.330002,56.240002,29.43,10962.5
2008-07-16,39.669998,52.43,6.171786,65.580002,70.529999,21.1,86.389999,172.860001,22.68,47.096455,120.401527,20.91,68.190002,26.17,35.939999,60.16,68.639999,34.95229,27.26,14.54,63.889999,43.700001,22.530001,16.75,33.182514,18.057501,33.509998,56.959999,30.43,11239.299805
2008-07-17,41.790001,53.189999,6.136071,66.919998,71.830002,21.52,85.669998,181.240005,23.379999,48.488373,120.956024,21.99,67.830002,25.17,40.799999,60.369999,69.449997,35.267178,27.52,14.64,63.889999,43.240002,23.58,17.405001,33.229408,18.764999,34.310001,57.68,31.200001,11446.700195
2008-07-18,42.189999,52.560001,5.898214,68.139999,70.889999,21.66,86.050003,182.839996,23.440001,48.297699,124.177818,22.09,67.82,25.014999,40.02,60.439999,68.940002,35.954197,25.860001,14.55,63.669998,43.950001,23.9,17.684999,33.248165,18.35,34.18,57.919998,30.9,11496.599609
2008-07-21,40.900002,53.16,5.938929,68.239998,73.230003,21.84,86.910004,180.779999,23.120001,47.515938,123.001915,22.09,67.110001,24.799999,38.650002,59.75,68.730003,33.71183,25.639999,14.3775,63.639999,43.080002,23.83,17.344999,32.966797,17.975,33.84,57.310001,30.49,11467.299805
2008-07-22,37.990002,54.599998,5.786429,69.260002,74.980003,21.9,85.629997,188.039993,23.950001,49.880295,124.282982,22.09,67.989998,25.674999,40.860001,60.119999,70.300003,29.895039,25.799999,14.6675,64.099998,44.66,26.209999,16.42,32.52599,18.512501,34.389999,59.060001,30.41,11602.5
2008-07-23,39.34,53.919998,5.937857,66.720001,72.419998,22.17,82.650002,187.869995,25.030001,50.271175,123.824089,22.299999,68.269997,26.25,41.959999,59.66,70.800003,30.314884,26.43,14.8,64.699997,45.599998,27.76,16.147499,33.613941,18.3125,34.68,58.09,31.15,11632.400391
2008-07-24,36.41,53.84,5.679643,62.529999,69.779999,21.76,82.0,180.259995,24.02,48.984127,124.282982,21.67,68.660004,25.93,39.139999,58.369999,71.050003,30.744274,25.440001,14.5325,64.510002,42.880001,27.02,15.8625,32.910526,17.52,33.779999,56.970001,31.02,11349.299805
2008-07-25,36.619999,53.919998,5.79,63.830002,70.480003,22.43,82.559998,178.660004,23.799999,48.469307,122.877632,22.01,69.029999,26.030001,39.52,58.650002,70.949997,31.183207,26.16,14.5425,64.459999,42.330002,27.450001,15.9375,32.310276,17.99,33.560001,56.830002,31.1,11370.700195
2008-07-28,35.369999,60.48,5.514286,62.34,69.190002,21.98,82.489998,172.899994,23.16,47.697079,120.697899,21.67,68.480003,25.575001,37.66,57.790001,69.629997,30.591602,25.5,14.31,63.830002,42.099998,26.780001,15.6625,31.513069,17.637501,33.18,56.02,30.5,11131.099609
2008-07-29,37.52,62.279999,5.61,63.209999,70.989998,22.42,82.839996,181.630005,24.33,49.127132,122.045891,22.23,68.480003,25.785,40.75,59.700001,70.489998,30.925573,26.110001,14.765,65.540001,43.299999,27.530001,15.93,32.010151,18.9925,33.84,57.450001,30.92,11397.599609
